Country;Site;Place;Plot;Subplot;X;Y;Z;Z.Classe;Date;Species;LLS;HT;Age.Classe;B;B.pour;H;D;Pourc.shrubs;Pourc.herbs;Faeces;Livestock;Notes;Ungulate.species;Ungulate.data.sources;Tags.France;plot_disturb;Dead;Height;Age;Length.last.shoot;Prec;Tmean;Tmean456;prec1;prec2;prec3;prec4;prec5;prec6;prec7;prec8;prec9;prec10;prec11;prec12;tmin1;tmin2;tmin3;tmin4;tmin5;tmin6;tmin7;tmin8;tmin9;tmin10;tmin11;tmin12;tmax1;tmax2;tmax3;tmax4;tmax5;tmax6;tmax7;tmax8;tmax9;tmax10;tmax11;tmax12;tmean1;tmean2;tmean3;tmean4;tmean5;tmean6;tmean7;tmean8;tmean9;tmean10;tmean11;tmean12;Press.ong;Kg.IM.100ha;Kg.CS.100ha;tm_new_dec;tm_new_jan;tm_new_fev
France;Vercors;;1V3;.4.4;5.520701173;45.01510535;1212;2;2010;ABAL;0.3;4.8;4;0;;87.5;;3;35;;;;;;;;0;4.8;4;0.3;1110.96148;2.746310317;4.275803167;91.34169;86.60289;96.12482;82.2869;102.6099;99.51881;69.59152;85.38817;94.12958;101.3826;101.3887;100.5959;-5.555954;-5.052289;-2.059535;0.7273848;4.295973;7.554634;9.60279;9.304562;7.137821;3.01987;-0.777534;-4.245402;1.7080296;2.757959;6.927261;10.070401;14.19692;18.05536;20.8736;20.24353;16.99555;11.61844;6.267512;2.364668;-1.9239622;-1.147165;0.6856535;2.2572235;4.320483;6.249703;7.658823;7.343788;5.719798;3.031243;0.355779;-1.595643;-0.37;378.1575;1.54;-0.995643;-3.5239622;-1.147165
France;Vercors;;1V3;.4.4;5.520701173;45.01510535;1212;2;2010;ABAL;3.1;3.1;1;0;;;;3;35;;;;;;;;0;3.1;1;3.1;1110.96148;2.746310317;4.275803167;91.34169;86.60289;96.12482;82.2869;102.6099;99.51881;69.59152;85.38817;94.12958;101.3826;101.3887;100.5959;-5.555954;-5.052289;-2.059535;0.7273848;4.295973;7.554634;9.60279;9.304562;7.137821;3.01987;-0.777534;-4.245402;1.7080296;2.757959;6.927261;10.070401;14.19692;18.05536;20.8736;20.24353;16.99555;11.61844;6.267512;2.364668;-1.9239622;-1.147165;0.6856535;2.2572235;4.320483;6.249703;7.658823;7.343788;5.719798;3.031243;0.355779;-1.595643;-0.37;378.1575;1.54;-0.995643;-3.5239622;-1.147165
France;Vercors;;1V3;.4.4;5.520701173;45.01510535;1212;2;2010;ABAL;1.5;1.5;1;0;;18.33333333;;3;35;;;;;;;;0;1.5;1;1.5;1110.96148;2.746310317;4.275803167;91.34169;86.60289;96.12482;82.2869;102.6099;99.51881;69.59152;85.38817;94.12958;101.3826;101.3887;100.5959;-5.555954;-5.052289;-2.059535;0.7273848;4.295973;7.554634;9.60279;9.304562;7.137821;3.01987;-0.777534;-4.245402;1.7080296;2.757959;6.927261;10.070401;14.19692;18.05536;20.8736;20.24353;16.99555;11.61844;6.267512;2.364668;-1.9239622;-1.147165;0.6856535;2.2572235;4.320483;6.249703;7.658823;7.343788;5.719798;3.031243;0.355779;-1.595643;-0.37;378.1575;1.54;-0.995643;-3.5239622;-1.147165
France;Vercors;;1V3;.4.4;5.520701173;45.01510535;1212;2;2010;ABAL;4.5;4.5;1;0;;;;3;35;;;;;;;;0;4.5;1;4.5;1110.96148;2.746310317;4.275803167;91.34169;86.60289;96.12482;82.2869;102.6099;99.51881;69.59152;85.38817;94.12958;101.3826;101.3887;100.5959;-5.555954;-5.052289;-2.059535;0.7273848;4.295973;7.554634;9.60279;9.304562;7.137821;3.01987;-0.777534;-4.245402;1.7080296;2.757959;6.927261;10.070401;14.19692;18.05536;20.8736;20.24353;16.99555;11.61844;6.267512;2.364668;-1.9239622;-1.147165;0.6856535;2.2572235;4.320483;6.249703;7.658823;7.343788;5.719798;3.031243;0.355779;-1.595643;-0.37;378.1575;1.54;-0.995643;-3.5239622;-1.147165
France;Vercors;;1V3;.4.4;5.520701173;45.01510535;1212;2;2010;ACPS;0.9;6.8;2;0;;;;3;35;;;;;;;;0;6.8;2;0.9;1110.96148;2.746310317;4.275803167;91.34169;86.60289;96.12482;82.2869;102.6099;99.51881;69.59152;85.38817;94.12958;101.3826;101.3887;100.5959;-5.555954;-5.052289;-2.059535;0.7273848;4.295973;7.554634;9.60279;9.304562;7.137821;3.01987;-0.777534;-4.245402;1.7080296;2.757959;6.927261;10.070401;14.19692;18.05536;20.8736;20.24353;16.99555;11.61844;6.267512;2.364668;-1.9239622;-1.147165;0.6856535;2.2572235;4.320483;6.249703;7.658823;7.343788;5.719798;3.031243;0.355779;-1.595643;-0.54;378.1575;1.54;-0.995643;-3.5239622;-1.147165
France;Vercors;;1V3;.4.4;5.520701173;45.01510535;1212;2;2010;PIAB;2;2;1;0;;;;3;35;;;;;;1V3_.4.4_PIAB_b4;;0;2;1;2;1110.96148;2.746310317;4.275803167;91.34169;86.60289;96.12482;82.2869;102.6099;99.51881;69.59152;85.38817;94.12958;101.3826;101.3887;100.5959;-5.555954;-5.052289;-2.059535;0.7273848;4.295973;7.554634;9.60279;9.304562;7.137821;3.01987;-0.777534;-4.245402;1.7080296;2.757959;6.927261;10.070401;14.19692;18.05536;20.8736;20.24353;16.99555;11.61844;6.267512;2.364668;-1.9239622;-1.147165;0.6856535;2.2572235;4.320483;6.249703;7.658823;7.343788;5.719798;3.031243;0.355779;-1.595643;-0.82;378.1575;1.54;-0.995643;-3.5239622;-1.147165
France;Vercors;;1V3;.4.4;5.520701173;45.01510535;1212;2;2010;ABAL;0.3;3.5;6;0;;15;;3;35;;;;;;;;0;3.5;6;0.3;1110.96148;2.746310317;4.275803167;91.34169;86.60289;96.12482;82.2869;102.6099;99.51881;69.59152;85.38817;94.12958;101.3826;101.3887;100.5959;-5.555954;-5.052289;-2.059535;0.7273848;4.295973;7.554634;9.60279;9.304562;7.137821;3.01987;-0.777534;-4.245402;1.7080296;2.757959;6.927261;10.070401;14.19692;18.05536;20.8736;20.24353;16.99555;11.61844;6.267512;2.364668;-1.9239622;-1.147165;0.6856535;2.2572235;4.320483;6.249703;7.658823;7.343788;5.719798;3.031243;0.355779;-1.595643;-0.37;378.1575;1.54;-0.995643;-3.5239622;-1.147165
France;Vercors;;1V3;.4.4;5.520701173;45.01510535;1212;2;2010;ACPS;0.7;7;2;0;;2.5;;3;35;;;;;;;;0;7;2;0.7;1110.96148;2.746310317;4.275803167;91.34169;86.60289;96.12482;82.2869;102.6099;99.51881;69.59152;85.38817;94.12958;101.3826;101.3887;100.5959;-5.555954;-5.052289;-2.059535;0.7273848;4.295973;7.554634;9.60279;9.304562;7.137821;3.01987;-0.777534;-4.245402;1.7080296;2.757959;6.927261;10.070401;14.19692;18.05536;20.8736;20.24353;16.99555;11.61844;6.267512;2.364668;-1.9239622;-1.147165;0.6856535;2.2572235;4.320483;6.249703;7.658823;7.343788;5.719798;3.031243;0.355779;-1.595643;-0.54;378.1575;1.54;-0.995643;-3.5239622;-1.147165
France;Vercors;;1V4;.3.4;5.522201168;45.0164053;1212;2;2010;ACPS;0.3;10.5;6;1;;;;7;55;;;;;;;;0;10.5;6;0.3;1111.25579;2.745248704;4.275411;91.38052;86.62987;96.15555;82.30997;102.6303;99.54644;69.62506;85.41274;94.13894;101.3841;101.4086;100.6337;-5.558826;-5.053981;-2.060724;0.7272626;4.295929;7.554382;9.602199;9.303975;7.137319;3.019403;-0.7786679;-4.247739;1.7066709;2.757872;6.928455;10.072534;14.19944;18.05697;20.87509;20.24467;16.99675;11.61888;6.266678;2.363026;-1.92607755;-1.1480545;0.6848145;2.256854;4.320307;6.249072;7.658132;7.342922;5.718962;3.030027;0.353926;-1.5979;-0.54;378.1575;1.54;-0.9979;-3.52607755;-1.1480545
France;Vercors;;1V4;.3.4;5.522201168;45.0164053;1212;2;2010;FASY;0;7;2;1;;2.5;;7;55;;;;;;;;0;7;2;0;1111.25579;2.745248704;4.275411;91.38052;86.62987;96.15555;82.30997;102.6303;99.54644;69.62506;85.41274;94.13894;101.3841;101.4086;100.6337;-5.558826;-5.053981;-2.060724;0.7272626;4.295929;7.554382;9.602199;9.303975;7.137319;3.019403;-0.7786679;-4.247739;1.7066709;2.757872;6.928455;10.072534;14.19944;18.05697;20.87509;20.24467;16.99675;11.61888;6.266678;2.363026;-1.92607755;-1.1480545;0.6848145;2.256854;4.320307;6.249072;7.658132;7.342922;5.718962;3.030027;0.353926;-1.5979;-0.54;378.1575;1.54;-0.9979;-3.52607755;-1.1480545
France;Vercors;;1V4;.3.4;5.522201168;45.0164053;1212;2;2010;FASY;2.8;24.1;6;0;;;;7;55;;;;;;;;0;24.1;6;2.8;1111.25579;2.745248704;4.275411;91.38052;86.62987;96.15555;82.30997;102.6303;99.54644;69.62506;85.41274;94.13894;101.3841;101.4086;100.6337;-5.558826;-5.053981;-2.060724;0.7272626;4.295929;7.554382;9.602199;9.303975;7.137319;3.019403;-0.7786679;-4.247739;1.7066709;2.757872;6.928455;10.072534;14.19944;18.05697;20.87509;20.24467;16.99675;11.61888;6.266678;2.363026;-1.92607755;-1.1480545;0.6848145;2.256854;4.320307;6.249072;7.658132;7.342922;5.718962;3.030027;0.353926;-1.5979;-0.54;378.1575;1.54;-0.9979;-3.52607755;-1.1480545
France;Vercors;;1V4;.3.4;5.522201168;45.0164053;1212;2;2010;ACPS;2;7.2;2;0;;2.5;;7;55;;;;;;;;0;7.2;2;2;1111.25579;2.745248704;4.275411;91.38052;86.62987;96.15555;82.30997;102.6303;99.54644;69.62506;85.41274;94.13894;101.3841;101.4086;100.6337;-5.558826;-5.053981;-2.060724;0.7272626;4.295929;7.554382;9.602199;9.303975;7.137319;3.019403;-0.7786679;-4.247739;1.7066709;2.757872;6.928455;10.072534;14.19944;18.05697;20.87509;20.24467;16.99675;11.61888;6.266678;2.363026;-1.92607755;-1.1480545;0.6848145;2.256854;4.320307;6.249072;7.658132;7.342922;5.718962;3.030027;0.353926;-1.5979;-0.54;378.1575;1.54;-0.9979;-3.52607755;-1.1480545
France;Vercors;;1V4;.4.3;5.522201168;45.0164053;1212;2;2010;ABAL;0.5;16;6;1;;;;25;50;;;;;;;;0;16;6;0.5;1111.25579;2.745248704;4.275411;91.38052;86.62987;96.15555;82.30997;102.6303;99.54644;69.62506;85.41274;94.13894;101.3841;101.4086;100.6337;-5.558826;-5.053981;-2.060724;0.7272626;4.295929;7.554382;9.602199;9.303975;7.137319;3.019403;-0.7786679;-4.247739;1.7066709;2.757872;6.928455;10.072534;14.19944;18.05697;20.87509;20.24467;16.99675;11.61888;6.266678;2.363026;-1.92607755;-1.1480545;0.6848145;2.256854;4.320307;6.249072;7.658132;7.342922;5.718962;3.030027;0.353926;-1.5979;-0.37;378.1575;1.54;-0.9979;-3.52607755;-1.1480545
France;Vercors;;1V4;.3.3;5.522201168;45.0164053;1212;2;2010;ABAL;6;6;1;0;;;;14;40;;;;;;1V4_.3.3_ABAL_b6;;0;6;1;6;1111.25579;2.745248704;4.275411;91.38052;86.62987;96.15555;82.30997;102.6303;99.54644;69.62506;85.41274;94.13894;101.3841;101.4086;100.6337;-5.558826;-5.053981;-2.060724;0.7272626;4.295929;7.554382;9.602199;9.303975;7.137319;3.019403;-0.7786679;-4.247739;1.7066709;2.757872;6.928455;10.072534;14.19944;18.05697;20.87509;20.24467;16.99675;11.61888;6.266678;2.363026;-1.92607755;-1.1480545;0.6848145;2.256854;4.320307;6.249072;7.658132;7.342922;5.718962;3.030027;0.353926;-1.5979;-0.37;378.1575;1.54;-0.9979;-3.52607755;-1.1480545
France;Vercors;;1V4;.3.3;5.522201168;45.0164053;1212;2;2010;ABAL;0.2;12.5;6;0;;;;14;40;;;;;;;;0;12.5;6;0.2;1111.25579;2.745248704;4.275411;91.38052;86.62987;96.15555;82.30997;102.6303;99.54644;69.62506;85.41274;94.13894;101.3841;101.4086;100.6337;-5.558826;-5.053981;-2.060724;0.7272626;4.295929;7.554382;9.602199;9.303975;7.137319;3.019403;-0.7786679;-4.247739;1.7066709;2.757872;6.928455;10.072534;14.19944;18.05697;20.87509;20.24467;16.99675;11.61888;6.266678;2.363026;-1.92607755;-1.1480545;0.6848145;2.256854;4.320307;6.249072;7.658132;7.342922;5.718962;3.030027;0.353926;-1.5979;-0.37;378.1575;1.54;-0.9979;-3.52607755;-1.1480545
France;Vercors;;1V4;.3.3;5.522201168;45.0164053;1212;2;2010;FASY;1.8;16.5;6;0;;2.5;;14;40;;;;;;1V4_.3.3_FASY_b6;;0;16.5;6;1.8;1111.25579;2.745248704;4.275411;91.38052;86.62987;96.15555;82.30997;102.6303;99.54644;69.62506;85.41274;94.13894;101.3841;101.4086;100.6337;-5.558826;-5.053981;-2.060724;0.7272626;4.295929;7.554382;9.602199;9.303975;7.137319;3.019403;-0.7786679;-4.247739;1.7066709;2.757872;6.928455;10.072534;14.19944;18.05697;20.87509;20.24467;16.99675;11.61888;6.266678;2.363026;-1.92607755;-1.1480545;0.6848145;2.256854;4.320307;6.249072;7.658132;7.342922;5.718962;3.030027;0.353926;-1.5979;-0.54;378.1575;1.54;-0.9979;-3.52607755;-1.1480545
France;Belledonne;;2B1;.4.4;5.794403539;45.07240655;817;1;2010;FASY;2.6;27.4;6;0;;2.5;;14;5;;;;;;2B1_.4.4_FASY_2;;0;27.4;6;2.6;1005.97265;4.519142625;6.2617325;78.79284;78.85283;86.75251;75.38366;91.88614;89.43872;62.19089;79.40194;87.47203;92.3044;95.9298;87.56689;-4.448695;-3.639403;-0.3650726;2.647708;6.223589;9.424271;11.31586;10.96545;8.792208;4.568787;0.6085515;-3.102648;3.407662;5.070646;9.817591;13.04764;17.10269;20.76615;23.54656;22.82948;19.51001;13.85766;8.198851;3.879531;-0.5205165;0.7156215;2.684448;4.2994725;6.3269975;8.1587275;9.5489325;9.1903925;7.5306575;4.7044825;1.875078;-0.284582;-1.6;382.5075;21.01;0.815418;-1.5205165;0.9156215
France;Belledonne;;2B1;.4.4;5.794403539;45.07240655;817;1;2010;FASY;10;10;1;0;;2.5;;14;5;;;;;;2B1_.4.4_FASY_b1;;0;10;1;10;1005.97265;4.519142625;6.2617325;78.79284;78.85283;86.75251;75.38366;91.88614;89.43872;62.19089;79.40194;87.47203;92.3044;95.9298;87.56689;-4.448695;-3.639403;-0.3650726;2.647708;6.223589;9.424271;11.31586;10.96545;8.792208;4.568787;0.6085515;-3.102648;3.407662;5.070646;9.817591;13.04764;17.10269;20.76615;23.54656;22.82948;19.51001;13.85766;8.198851;3.879531;-0.5205165;0.7156215;2.684448;4.2994725;6.3269975;8.1587275;9.5489325;9.1903925;7.5306575;4.7044825;1.875078;-0.284582;-1.6;382.5075;21.01;0.815418;-1.5205165;0.9156215
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;;14.5;1;0;;26.875;;25;1;;;;;;2B3_.3.3_FASY_b3;;0;14.5;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;;7.8;1;0;;2.5;;25;1;;;;;;;;0;7.8;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;;7.5;1;0;;2.5;;25;1;;;;;;;;0;7.5;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;;10;1;0;;2.5;;25;1;;;;;;;;0;10;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;;9;1;0;;8.75;;25;1;;;;;;;;0;9;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;;11.9;1;0;;8.75;;25;1;;;;;;;;0;11.9;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;;10.5;1;0;;8.75;;25;1;;;;;;;;0;10.5;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;;12;1;0;;20;;25;1;;;;;;;;0;12;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;;8.2;1;0;;15;;25;1;;;;;;;;0;8.2;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;;12.5;1;0;;;;25;1;;;;;;;;0;12.5;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;2.1;19.2;6;0;;2.5;;25;1;;;;;;2B3_.3.3_FASY_1;;0;19.2;6;2.1;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;4.7;21;3;0;;2.5;;25;1;;;;;;2B3_.3.3_FASY_2;;0;21;3;4.7;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.3.3;5.795103604;45.07210658;665;1;2010;FASY;8.5;8.5;1;0;;10.83333333;;25;1;;;;;;;;0;8.5;1;8.5;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.4.3;5.795103604;45.07210658;665;1;2010;FASY;;9.6;1;0;;2.5;;46;1.333333333;;;;;;;;0;9.6;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.4.3;5.795103604;45.07210658;665;1;2010;FASY;;9.1;1;0;;87.5;;46;1.333333333;;;;;;;;0;9.1;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.4.3;5.795103604;45.07210658;665;1;2010;FASY;;8.5;1;0;;2.5;;46;1.333333333;;;;;;;;0;8.5;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
France;Belledonne;;2B3;.4.3;5.795103604;45.07210658;665;1;2010;FASY;;10.8;1;0;;2.5;;46;1.333333333;;;;;;;;0;10.8;1;;954.86779;5.227852375;7.0386205;72.43345;74.63676;81.99879;71.62955;87.3409;85.09997;58.54788;76.30764;84.76293;88.47385;92.59004;81.04603;-3.936059;-3.058255;0.3210412;3.379954;6.934915;10.117715;11.94455;11.57769;9.397836;5.126164;1.1800818;-2.598512;4.081158;5.907876;10.879196;14.12743;18.14349;21.76898;24.53298;23.80242;20.44299;14.69769;8.950725;4.488426;0.0725495;1.4248105;3.4715685;5.0956855;7.1037155;8.9164605;10.2984605;9.9331805;8.2534655;5.3808155;2.507333;0.2761835;-1.6;382.5075;21.01;1.3761835;-0.9274505;1.6248105
